,date,category,sentiment_score_1,sentiment_score_2,sentiments,segment
10,2011-04-27,Monetary Policy,0.8224311671123109,0.37029748535732965,"[{'label': 'neutral', 'score': 0.6263841390609741, 'length': 500}, {'label': 'positive', 'score': 0.7872469425201416, 'length': 500}, {'label': 'neutral', 'score': 0.4371780455112457, 'length': 500}, {'label': 'positive', 'score': 0.877578854560852, 'length': 319}]",qa_pair10
11,2011-04-27,Monetary Policy,0.5576076209545135,0.3495972545169364,"[{'label': 'neutral', 'score': 0.6149244904518127, 'length': 500}, {'label': 'neutral', 'score': 0.6097928285598755, 'length': 500}, {'label': 'positive', 'score': 0.535054624080658, 'length': 500}, {'label': 'positive', 'score': 0.5255092978477478, 'length': 500}, {'label': 'positive', 'score': 0.5645866394042969, 'length': 500}, {'label': 'positive', 'score': 0.6052799224853516, 'length': 500}, {'label': 'neutral', 'score': 0.8006071448326111, 'length': 190}]",qa_pair11
12,2011-04-27,Monetary Policy,-0.015338301658630371,-0.011286461853296815,"[{'label': 'negative', 'score': 0.7313570976257324, 'length': 500}, {'label': 'positive', 'score': 0.7006804943084717, 'length': 500}, {'label': 'neutral', 'score': 0.8118568062782288, 'length': 359}]",qa_pair12
13,2011-04-27,Monetary Policy,-0.9232459863026937,-0.7904503307386076,"[{'label': 'negative', 'score': 0.9193201661109924, 'length': 500}, {'label': 'negative', 'score': 0.9133068919181824, 'length': 500}, {'label': 'negative', 'score': 0.9371109008789062, 'length': 500}, {'label': 'neutral', 'score': 0.8711583018302917, 'length': 252}]",qa_pair13
14,2011-04-27,Monetary Policy,0.0,0.0,"[{'label': 'neutral', 'score': 0.7629139423370361, 'length': 500}, {'label': 'neutral', 'score': 0.9143591523170471, 'length': 21}]",qa_pair14
15,2011-04-27,Major Events,-0.5791807108827298,-0.39449298419818585,"[{'label': 'negative', 'score': 0.9004105925559998, 'length': 500}, {'label': 'negative', 'score': 0.4170830547809601, 'length': 500}, {'label': 'neutral', 'score': 0.7252522110939026, 'length': 500}, {'label': 'positive', 'score': 0.5909091830253601, 'length': 68}]",qa_pair15
16,2011-04-27,Monetary Policy,0.0,0.0,"[{'label': 'neutral', 'score': 0.43243226408958435, 'length': 500}, {'label': 'neutral', 'score': 0.7497984766960144, 'length': 500}, {'label': 'neutral', 'score': 0.6013903617858887, 'length': 500}, {'label': 'neutral', 'score': 0.6759006977081299, 'length': 330}]",qa_pair16
17,2011-04-27,Major Events,-0.2875544664796846,-0.1529735929322503,"[{'label': 'neutral', 'score': 0.8127457499504089, 'length': 500}, {'label': 'neutral', 'score': 0.9092043042182922, 'length': 500}, {'label': 'neutral', 'score': 0.8251456618309021, 'length': 500}, {'label': 'positive', 'score': 0.5922447443008423, 'length': 500}, {'label': 'negative', 'score': 0.9397454857826233, 'length': 500}, {'label': 'negative', 'score': 0.9033970236778259, 'length': 500}, {'label': 'positive', 'score': 0.6593586206436157, 'length': 205}]",qa_pair17
18,2011-04-27,Monetary Policy,0.8710653781890869,0.12358364633346314,"[{'label': 'neutral', 'score': 0.8404592871665955, 'length': 500}, {'label': 'neutral', 'score': 0.871853768825531, 'length': 500}, {'label': 'neutral', 'score': 0.780981719493866, 'length': 500}, {'label': 'positive', 'score': 0.8710653781890869, 'length': 248}]",qa_pair18
19,2011-04-27,Monetary Policy,0.7816476122650577,0.4919338938569563,"[{'label': 'neutral', 'score': 0.4782752990722656, 'length': 500}, {'label': 'positive', 'score': 0.7464465498924255, 'length': 500}, {'label': 'positive', 'score': 0.8320789337158203, 'length': 349}]",qa_pair19
20,2011-04-27,Major Events,0.0,0.0,"[{'label': 'neutral', 'score': 0.7060123085975647, 'length': 500}, {'label': 'neutral', 'score': 0.9123877286911011, 'length': 500}, {'label': 'neutral', 'score': 0.6542620658874512, 'length': 500}, {'label': 'neutral', 'score': 0.8468726277351379, 'length': 500}, {'label': 'neutral', 'score': 0.8734281063079834, 'length': 500}, {'label': 'neutral', 'score': 0.7099653482437134, 'length': 500}, {'label': 'neutral', 'score': 0.8792563676834106, 'length': 34}]",qa_pair20
21,2011-04-27,Monetary Policy,-0.4278253718864086,-0.23863372747909348,"[{'label': 'neutral', 'score': 0.8800477385520935, 'length': 500}, {'label': 'neutral', 'score': 0.8057765960693359, 'length': 500}, {'label': 'neutral', 'score': 0.6509774923324585, 'length': 500}, {'label': 'negative', 'score': 0.7530115842819214, 'length': 500}, {'label': 'negative', 'score': 0.7963278293609619, 'length': 500}, {'label': 'negative', 'score': 0.5115177035331726, 'length': 500}, {'label': 'positive', 'score': 0.5637320280075073, 'length': 392}]",qa_pair21
22,2011-06-22,Major Events,-0.4636947479512956,-0.27137812014316953,"[{'label': 'neutral', 'score': 0.9123032093048096, 'length': 500}, {'label': 'negative', 'score': 0.4629916250705719, 'length': 500}, {'label': 'neutral', 'score': 0.9355560541152954, 'length': 500}, {'label': 'neutral', 'score': 0.9438959360122681, 'length': 500}, {'label': 'neutral', 'score': 0.8829120993614197, 'length': 500}, {'label': 'neutral', 'score': 0.4860728979110718, 'length': 500}, {'label': 'neutral', 'score': 0.8950877785682678, 'length': 500}, {'label': 'negative', 'score': 0.8440419435501099, 'length': 500}, {'label': 'negative', 'score': 0.870098352432251, 'length': 500}, {'label': 'negative', 'score': 0.906227171421051, 'length': 500}, {'label': 'negative', 'score': 0.9012555480003357, 'length': 500}, {'label': 'positive', 'score': 0.6085212826728821, 'length': 500}, {'label': 'negative', 'score': 0.9578668475151062, 'length': 500}, {'label': 'positive', 'score': 0.5986328721046448, 'length': 500}, {'label': 'negative', 'score': 0.43792539834976196, 'length': 500}, {'label': 'neutral', 'score': 0.7010440826416016, 'length': 189}]",opening_remark
23,2011-06-22,Monetary Policy,0.0,0.0,"[{'label': 'neutral', 'score': 0.7899209260940552, 'length': 500}, {'label': 'neutral', 'score': 0.9152291417121887, 'length': 500}, {'label': 'neutral', 'score': 0.865809440612793, 'length': 176}]",qa_pair1
24,2011-06-22,Macro Economy,-0.5063307155352069,-0.346806230489458,"[{'label': 'neutral', 'score': 0.4920472800731659, 'length': 500}, {'label': 'negative', 'score': 0.5551285743713379, 'length': 500}, {'label': 'negative', 'score': 0.7001356482505798, 'length': 500}, {'label': 'positive', 'score': 0.8879382014274597, 'length': 87}]",qa_pair2
25,2011-06-22,Monetary Policy,-0.8509263098239899,-0.29700743798394064,"[{'label': 'neutral', 'score': 0.8218459486961365, 'length': 500}, {'label': 'neutral', 'score': 0.6411285400390625, 'length': 500}, {'label': 'neutral', 'score': 0.8669132590293884, 'length': 500}, {'label': 'negative', 'score': 0.8636212348937988, 'length': 500}, {'label': 'negative', 'score': 0.8382313847541809, 'length': 500}, {'label': 'neutral', 'score': 0.5913220643997192, 'length': 365}]",qa_pair3
26,2011-06-22,Macro Economy,0.8829142451286316,0.3454281084227823,"[{'label': 'neutral', 'score': 0.8794557452201843, 'length': 500}, {'label': 'positive', 'score': 0.8829142451286316, 'length': 500}, {'label': 'neutral', 'score': 0.8517670035362244, 'length': 278}]",qa_pair4
27,2011-06-22,Macro Economy,-0.2802763382593791,-0.24147875209021746,"[{'label': 'negative', 'score': 0.6254708766937256, 'length': 500}, {'label': 'negative', 'score': 0.8826786279678345, 'length': 500}, {'label': 'positive', 'score': 0.6673204898834229, 'length': 500}, {'label': 'neutral', 'score': 0.6990001797676086, 'length': 241}]",qa_pair5
28,2011-06-22,Monetary Policy,0.0,0.0,"[{'label': 'neutral', 'score': 0.8746556639671326, 'length': 500}, {'label': 'neutral', 'score': 0.797019362449646, 'length': 500}, {'label': 'neutral', 'score': 0.6878734230995178, 'length': 500}, {'label': 'neutral', 'score': 0.8086729645729065, 'length': 500}, {'label': 'neutral', 'score': 0.8983250856399536, 'length': 261}]",qa_pair6
29,2011-06-22,Major Events,-0.4940602779388428,-0.09767897942642206,"[{'label': 'neutral', 'score': 0.8783607482910156, 'length': 500}, {'label': 'neutral', 'score': 0.9309970140457153, 'length': 500}, {'label': 'neutral', 'score': 0.8912878632545471, 'length': 500}, {'label': 'neutral', 'score': 0.8468546867370605, 'length': 500}, {'label': 'negative', 'score': 0.4940602779388428, 'length': 500}, {'label': 'neutral', 'score': 0.8893324732780457, 'length': 29}]",qa_pair7
30,2011-06-22,Major Events,0.5800924358965017,0.1810194888020454,"[{'label': 'neutral', 'score': 0.6654678583145142, 'length': 500}, {'label': 'neutral', 'score': 0.7376753687858582, 'length': 500}, {'label': 'positive', 'score': 0.7515045404434204, 'length': 500}, {'label': 'neutral', 'score': 0.5307515859603882, 'length': 500}, {'label': 'neutral', 'score': 0.925247848033905, 'length': 500}, {'label': 'neutral', 'score': 0.9100643992424011, 'length': 500}, {'label': 'positive', 'score': 0.7078635692596436, 'length': 500}, {'label': 'negative', 'score': 0.5362629294395447, 'length': 134}]",qa_pair8
31,2011-06-22,Monetary Policy,-0.6648235058073574,-0.5209845820065444,"[{'label': 'negative', 'score': 0.5327599048614502, 'length': 500}, {'label': 'negative', 'score': 0.7242545485496521, 'length': 500}, {'label': 'negative', 'score': 0.654262125492096, 'length': 500}, {'label': 'neutral', 'score': 0.7858231663703918, 'length': 500}, {'label': 'negative', 'score': 0.7985758185386658, 'length': 311}]",qa_pair9
32,2011-06-22,Monetary Policy,0.0,0.0,"[{'label': 'neutral', 'score': 0.9128994941711426, 'length': 500}, {'label': 'neutral', 'score': 0.5973256230354309, 'length': 500}, {'label': 'neutral', 'score': 0.6597699522972107, 'length': 500}, {'label': 'neutral', 'score': 0.8807535767555237, 'length': 347}]",qa_pair10
33,2011-06-22,Monetary Policy,0.0,0.0,"[{'label': 'neutral', 'score': 0.826278567314148, 'length': 500}, {'label': 'neutral', 'score': 0.8904075622558594, 'length': 500}, {'label': 'neutral', 'score': 0.8496553897857666, 'length': 220}]",qa_pair11
34,2011-06-22,Major Events,0.39253783226013184,0.08120352342989902,"[{'label': 'neutral', 'score': 0.9022532105445862, 'length': 500}, {'label': 'neutral', 'score': 0.8940758109092712, 'length': 500}, {'label': 'positive', 'score': 0.39253783226013184, 'length': 500}, {'label': 'neutral', 'score': 0.883503794670105, 'length': 500}, {'label': 'neutral', 'score': 0.892382800579071, 'length': 417}]",qa_pair12
35,2011-06-22,Macro Economy,-0.24042137463887533,-0.23835562588123793,"[{'label': 'negative', 'score': 0.5431337356567383, 'length': 500}, {'label': 'positive', 'score': 0.7875105738639832, 'length': 500}, {'label': 'negative', 'score': 0.9656409621238708, 'length': 500}, {'label': 'neutral', 'score': 0.8758607506752014, 'length': 13}]",qa_pair13
36,2011-06-22,Monetary Policy,-0.896673858165741,-0.21891451615374535,"[{'label': 'neutral', 'score': 0.8918070197105408, 'length': 500}, {'label': 'negative', 'score': 0.896673858165741, 'length': 500}, {'label': 'neutral', 'score': 0.8978930711746216, 'length': 500}, {'label': 'neutral', 'score': 0.8914284110069275, 'length': 500}, {'label': 'neutral', 'score': 0.9231683015823364, 'length': 48}]",qa_pair14
37,2011-06-22,Monetary Policy,0.0,0.0,"[{'label': 'neutral', 'score': 0.8347664475440979, 'length': 500}, {'label': 'neutral', 'score': 0.8682512640953064, 'length': 500}, {'label': 'neutral', 'score': 0.7285117506980896, 'length': 500}, {'label': 'neutral', 'score': 0.6233633160591125, 'length': 453}]",qa_pair15
38,2011-06-22,Monetary Policy,0.0,0.0,"[{'label': 'neutral', 'score': 0.9062439203262329, 'length': 500}, {'label': 'neutral', 'score': 0.873020350933075, 'length': 498}]",qa_pair16
39,2011-06-22,Monetary Policy,-0.36014796001987076,-0.21282809636298336,"[{'label': 'negative', 'score': 0.9327283501625061, 'length': 500}, {'label': 'positive', 'score': 0.8932074904441833, 'length': 500}, {'label': 'negative', 'score': 0.9288109540939331, 'length': 500}, {'label': 'neutral', 'score': 0.5988037586212158, 'length': 500}, {'label': 'neutral', 'score': 0.8689234852790833, 'length': 500}, {'label': 'neutral', 'score': 0.7445629835128784, 'length': 500}, {'label': 'negative', 'score': 0.8231523633003235, 'length': 500}, {'label': 'positive', 'score': 0.6904278993606567, 'length': 167}]",qa_pair17
40,2011-11-02,Major Events,0.26514443159103396,0.1494276553150552,"[{'label': 'neutral', 'score': 0.9043606519699097, 'length': 500}, {'label': 'neutral', 'score': 0.8389593958854675, 'length': 500}, {'label': 'positive', 'score': 0.8696437478065491, 'length': 500}, {'label': 'neutral', 'score': 0.8997237086296082, 'length': 500}, {'label': 'neutral', 'score': 0.9406489729881287, 'length': 500}, {'label': 'neutral', 'score': 0.6929438710212708, 'length': 500}, {'label': 'neutral', 'score': 0.8915603756904602, 'length': 500}, {'label': 'positive', 'score': 0.9479367733001709, 'length': 500}, {'label': 'negative', 'score': 0.8964580297470093, 'length': 500}, {'label': 'positive', 'score': 0.9481315612792969, 'length': 500}, {'label': 'negative', 'score': 0.9273829460144043, 'length': 500}, {'label': 'positive', 'score': 0.5731877088546753, 'length': 500}, {'label': 'positive', 'score': 0.5255105495452881, 'length': 500}, {'label': 'positive', 'score': 0.8663771748542786, 'length': 500}, {'label': 'negative', 'score': 0.8217685222625732, 'length': 500}, {'label': 'neutral', 'score': 0.5506184101104736, 'length': 500}, {'label': 'positive', 'score': 0.5662662982940674, 'length': 500}, {'label': 'neutral', 'score': 0.8683555126190186, 'length': 372}]",opening_remark
41,2011-11-02,Major Events,-0.5388121604919434,-0.13077965060484062,"[{'label': 'negative', 'score': 0.5388121604919434, 'length': 500}, {'label': 'neutral', 'score': 0.8490893840789795, 'length': 500}, {'label': 'neutral', 'score': 0.521939218044281, 'length': 500}, {'label': 'neutral', 'score': 0.8317390084266663, 'length': 500}, {'label': 'neutral', 'score': 0.9171751737594604, 'length': 60}]",qa_pair1
42,2011-11-02,Monetary Policy,0.0,0.0,"[{'label': 'neutral', 'score': 0.8894807696342468, 'length': 500}, {'label': 'neutral', 'score': 0.8789836764335632, 'length': 500}, {'label': 'neutral', 'score': 0.938867449760437, 'length': 37}]",qa_pair2
43,2011-11-02,Macro Economy,-0.28775129715601605,-0.1548715269946265,"[{'label': 'neutral', 'score': 0.8089019060134888, 'length': 500}, {'label': 'negative', 'score': 0.9169399738311768, 'length': 500}, {'label': 'negative', 'score': 0.5362920165061951, 'length': 500}, {'label': 'neutral', 'score': 0.7337064146995544, 'length': 500}, {'label': 'positive', 'score': 0.5899780988693237, 'length': 500}, {'label': 'neutral', 'score': 0.7370263934135437, 'length': 287}]",qa_pair3
44,2011-11-02,Monetary Policy,0.0,0.0,"[{'label': 'neutral', 'score': 0.8391269445419312, 'length': 500}, {'label': 'neutral', 'score': 0.7943252325057983, 'length': 500}, {'label': 'neutral', 'score': 0.809572696685791, 'length': 260}]",qa_pair4
45,2011-11-02,Monetary Policy,0.0,0.0,"[{'label': 'neutral', 'score': 0.6907087564468384, 'length': 500}, {'label': 'neutral', 'score': 0.6427050828933716, 'length': 500}, {'label': 'neutral', 'score': 0.7122523784637451, 'length': 334}]",qa_pair5
46,2011-11-02,Macro Economy,0.7989617586135864,0.1959717521127665,"[{'label': 'neutral', 'score': 0.9008100628852844, 'length': 500}, {'label': 'neutral', 'score': 0.9162862300872803, 'length': 500}, {'label': 'positive', 'score': 0.7989617586135864, 'length': 325}]",qa_pair6
47,2011-11-02,Major Events,0.0,0.0,"[{'label': 'neutral', 'score': 0.8674845695495605, 'length': 500}, {'label': 'neutral', 'score': 0.9121701121330261, 'length': 500}, {'label': 'neutral', 'score': 0.4884163737297058, 'length': 500}, {'label': 'neutral', 'score': 0.7475094199180603, 'length': 500}, {'label': 'neutral', 'score': 0.9240360260009766, 'length': 500}, {'label': 'neutral', 'score': 0.9370726943016052, 'length': 127}]",qa_pair7
48,2011-11-02,Major Events,-0.893984931988632,-0.893984931988632,"[{'label': 'negative', 'score': 0.8144311308860779, 'length': 500}, {'label': 'negative', 'score': 0.9289664626121521, 'length': 500}, {'label': 'negative', 'score': 0.9477578997612, 'length': 500}, {'label': 'negative', 'score': 0.8762229681015015, 'length': 259}]",qa_pair8
49,2011-11-02,Monetary Policy,0.007495015859603882,0.004351242879305592,"[{'label': 'neutral', 'score': 0.8815105557441711, 'length': 500}, {'label': 'neutral', 'score': 0.8096115589141846, 'length': 500}, {'label': 'negative', 'score': 0.6393578052520752, 'length': 500}, {'label': 'positive', 'score': 0.55829918384552, 'length': 500}, {'label': 'positive', 'score': 0.8501060009002686, 'length': 500}, {'label': 'negative', 'score': 0.7390673160552979, 'length': 500}, {'label': 'neutral', 'score': 0.6893861889839172, 'length': 445}]",qa_pair9
50,2011-11-02,Monetary Policy,0.6336537003517151,0.20838276051834925,"[{'label': 'neutral', 'score': 0.9275639057159424, 'length': 500}, {'label': 'neutral', 'score': 0.7176284193992615, 'length': 500}, {'label': 'positive', 'score': 0.6336537003517151, 'length': 490}]",qa_pair10
51,2011-11-02,Monetary Policy,0.0,0.0,"[{'label': 'neutral', 'score': 0.6471576690673828, 'length': 500}, {'label': 'neutral', 'score': 0.5937045216560364, 'length': 500}, {'label': 'neutral', 'score': 0.9229810237884521, 'length': 95}]",qa_pair11
52,2011-11-02,Major Events,0.0,0.0,"[{'label': 'neutral', 'score': 0.5229032039642334, 'length': 500}, {'label': 'neutral', 'score': 0.8033908009529114, 'length': 500}, {'label': 'neutral', 'score': 0.886986494064331, 'length': 500}, {'label': 'neutral', 'score': 0.7693333029747009, 'length': 179}]",qa_pair12
53,2011-11-02,Monetary Policy,0.0379404620115502,0.027289012822456937,"[{'label': 'negative', 'score': 0.8461444973945618, 'length': 500}, {'label': 'positive', 'score': 0.5676829814910889, 'length': 500}, {'label': 'neutral', 'score': 0.7841220498085022, 'length': 500}, {'label': 'positive', 'score': 0.6684430241584778, 'length': 281}]",qa_pair13
54,2011-11-02,Macro Economy,-0.5026527760173184,-0.3986269531660522,"[{'label': 'negative', 'score': 0.8378052711486816, 'length': 500}, {'label': 'negative', 'score': 0.9211235642433167, 'length': 500}, {'label': 'negative', 'score': 0.7346674799919128, 'length': 500}, {'label': 'neutral', 'score': 0.8039892911911011, 'length': 500}, {'label': 'positive', 'score': 0.6820082664489746, 'length': 416}]",qa_pair14
55,2011-11-02,Monetary Policy,0.0,0.0,"[{'label': 'neutral', 'score': 0.8887014985084534, 'length': 500}, {'label': 'neutral', 'score': 0.8906803131103516, 'length': 500}, {'label': 'neutral', 'score': 0.7668973803520203, 'length': 500}, {'label': 'neutral', 'score': 0.8409700989723206, 'length': 198}]",qa_pair15
56,2011-11-02,Monetary Policy,-0.18242274940095873,-0.07679290029791372,"[{'label': 'negative', 'score': 0.49116700887680054, 'length': 500}, {'label': 'neutral', 'score': 0.9270126819610596, 'length': 500}, {'label': 'neutral', 'score': 0.6684465408325195, 'length': 500}, {'label': 'positive', 'score': 0.49763068556785583, 'length': 227}]",qa_pair16
57,2011-11-02,Monetary Policy,0.0722694011344856,0.053468828518854594,"[{'label': 'neutral', 'score': 0.8486737608909607, 'length': 500}, {'label': 'negative', 'score': 0.9378402829170227, 'length': 500}, {'label': 'positive', 'score': 0.5422959327697754, 'length': 500}, {'label': 'positive', 'score': 0.7121783494949341, 'length': 422}]",qa_pair17
58,2011-11-02,Monetary Policy,-0.6167946484062697,-0.451434152854991,"[{'label': 'negative', 'score': 0.5830458402633667, 'length': 500}, {'label': 'neutral', 'score': 0.5070573687553406, 'length': 500}, {'label': 'negative', 'score': 0.5041779279708862, 'length': 500}, {'label': 'negative', 'score': 0.8172953724861145, 'length': 365}]",qa_pair18
59,2011-11-02,Monetary Policy,0.8142161123377987,0.8142161123377987,"[{'label': 'positive', 'score': 0.941824197769165, 'length': 500}, {'label': 'positive', 'score': 0.9365697503089905, 'length': 500}, {'label': 'positive', 'score': 0.4689651131629944, 'length': 362}]",qa_pair19
60,2012-01-25,Monetary Policy,0.28707963404476,0.1270218541357725,"[{'label': 'neutral', 'score': 0.9307935833930969, 'length': 500}, {'label': 'neutral', 'score': 0.6789372563362122, 'length': 500}, {'label': 'positive', 'score': 0.859818160533905, 'length': 500}, {'label': 'positive', 'score': 0.7390508651733398, 'length': 500}, {'label': 'positive', 'score': 0.795512318611145, 'length': 500}, {'label': 'neutral', 'score': 0.901152491569519, 'length': 500}, {'label': 'negative', 'score': 0.8575817942619324, 'length': 500}, {'label': 'neutral', 'score': 0.8225696682929993, 'length': 500}, {'label': 'neutral', 'score': 0.8885837197303772, 'length': 500}, {'label': 'neutral', 'score': 0.9049200415611267, 'length': 500}, {'label': 'positive', 'score': 0.9332980513572693, 'length': 500}, {'label': 'neutral', 'score': 0.6956819295883179, 'length': 500}, {'label': 'positive', 'score': 0.628709614276886, 'length': 500}, {'label': 'neutral', 'score': 0.9134306311607361, 'length': 500}, {'label': 'neutral', 'score': 0.9402844905853271, 'length': 500}, {'label': 'positive', 'score': 0.8840121626853943, 'length': 500}, {'label': 'positive', 'score': 0.935707688331604, 'length': 500}, {'label': 'positive', 'score': 0.9422607421875, 'length': 500}, {'label': 'negative', 'score': 0.9660159349441528, 'length': 500}, {'label': 'negative', 'score': 0.8674011826515198, 'length': 500}, {'label': 'neutral', 'score': 0.48157063126564026, 'length': 500}, {'label': 'neutral', 'score': 0.8893999457359314, 'length': 500}, {'label': 'neutral', 'score': 0.9052492380142212, 'length': 500}, {'label': 'neutral', 'score': 0.9211863279342651, 'length': 500}, {'label': 'neutral', 'score': 0.4548690617084503, 'length': 500}, {'label': 'neutral', 'score': 0.8258088231086731, 'length': 500}, {'label': 'negative', 'score': 0.674750804901123, 'length': 452}]",opening_remark
61,2012-01-25,Monetary Policy,0.3952356775601705,0.30480900583046566,"[{'label': 'negative', 'score': 0.5341587066650391, 'length': 500}, {'label': 'positive', 'score': 0.875527024269104, 'length': 500}, {'label': 'positive', 'score': 0.8443387150764465, 'length': 500}, {'label': 'neutral', 'score': 0.8243089318275452, 'length': 445}]",qa_pair1
62,2012-01-25,Monetary Policy,0.5186938872895979,0.25351296331741086,"[{'label': 'neutral', 'score': 0.6950605511665344, 'length': 500}, {'label': 'positive', 'score': 0.5170086026191711, 'length': 500}, {'label': 'neutral', 'score': 0.8898725509643555, 'length': 500}, {'label': 'positive', 'score': 0.520541787147522, 'length': 456}]",qa_pair2
63,2012-01-25,Monetary Policy,-0.4739664080862599,-0.38189834124743705,"[{'label': 'neutral', 'score': 0.8429248929023743, 'length': 500}, {'label': 'positive', 'score': 0.7755712270736694, 'length': 500}, {'label': 'negative', 'score': 0.9219423532485962, 'length': 500}, {'label': 'negative', 'score': 0.8069518208503723, 'length': 500}, {'label': 'negative', 'score': 0.8717374205589294, 'length': 500}, {'label': 'negative', 'score': 0.952380359172821, 'length': 74}]",qa_pair3
64,2012-01-25,Monetary Policy,0.0,0.0,"[{'label': 'neutral', 'score': 0.8641877174377441, 'length': 500}, {'label': 'neutral', 'score': 0.8846994042396545, 'length': 500}, {'label': 'neutral', 'score': 0.6489333510398865, 'length': 500}, {'label': 'neutral', 'score': 0.7885708212852478, 'length': 500}, {'label': 'neutral', 'score': 0.9258548617362976, 'length': 500}, {'label': 'neutral', 'score': 0.9023098945617676, 'length': 500}, {'label': 'neutral', 'score': 0.8237264156341553, 'length': 320}]",qa_pair4
